id,year,country,state_province,district,actors,side_a,side_b,conflict,deaths_a,deaths_b,deaths_civilians,deaths_unknown,deaths_total,latitude,longitude,location_name,headline,date,month,month_name,year_month,violence_type,severity
240332,2015,Cameroon,Far North region,Mayo-Tsanaga department,Government of Cameroon - Civilians,Government of Cameroon,Civilians,Government of Cameroon - Civilians,0,0,30,0,30,11.13562,13.88216,"Achigachiya (35 km south-west of Limani,
on the Nigerian border)",2.1 UNNECESSARY OR EXCESSIVE USE OF FORCE DURING ARRESTS,2015-01-01,1,Jan,2015-01,One-sided (civilians),High (21–50)
252883,2015,Niger,Agadez region,Arlit department,Toubou  - Tuareg,Toubou,Tuareg,Toubou  - Tuareg,0,0,0,6,6,21.054862,8.624676,Tchibarakaten,Regional insecurity (pp. 7),2015-01-01,1,Jan,2015-01,Non-state conflict,Medium (6–20)
188419,2015,Nigeria,Borno state,Damboa lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,2,0,2,11.09826,12.76417,Malari village in Damboa,"Nigeria's Boko Haramkills dozens of soldiers in northeast, abducts 40 young men",2015-01-01,1,Jan,2015-01,One-sided (civilians),Low (1–5)
193673,2015,Nigeria,Borno state,Mobbar lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,100,0,100,13.09771,12.4952,Damasak (under a bridge outside),"At least 70 bodies found near Nigerian town freed from Boko Haram -Reuters witness;100 Bodies Found in Nigerian Town;'Hundreds' found dead, buried in Damasak, NE Nigeria",2015-01-01,1,Jan,2015-01,One-sided (civilians),Severe (50+)
216216,2015,Nigeria,Rivers state,Etche lga,Deebam - Deewell,Deebam,Deewell,Deebam - Deewell,0,0,0,3,3,4.990833,7.054444,Etche LGA,Rise in cult violence and insecurity in Rivers state,2015-01-01,1,Jan,2015-01,Non-state conflict,Low (1–5)
216209,2015,Nigeria,Rivers state,Degema lga,Greenlanders - NDV,Greenlanders,NDV,Greenlanders - NDV,0,0,0,1,1,4.57414,6.93798,Degema LGA,Rise in cult violence and insecurity in Rivers state,2015-01-01,1,Jan,2015-01,Non-state conflict,Low (1–5)
203307,2015,Cameroon,Far North region,,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,11,0,11,11.2728,14.967645,between Kousseri and Maroua,BOKO HARAM’S VIOLENCE ACCELERATES AHEAD OF NIGERIAN ELECTIONS;At least 15 killed in 'Boko Haram' attack on Cameroon bus -sources,2015-01-01,1,Jan,2015-01,One-sided (civilians),Medium (6–20)
188412,2015,Nigeria,Kaduna state,Sanga lga,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),Muslims (Nigeria),Christians (Nigeria) - Muslims (Nigeria),15,0,0,0,15,9.25,8.45,"Ambe-Madaki village, in Kaduna’s Sanga Local Government Area",Attacks by Islamic Extremists in Nigeria Leave at Least 28 Christians Dead;Gunmen Kill 15 in Kaduna Village,2015-01-02,1,Jan,2015-01,Non-state conflict,Medium (6–20)
188437,2015,Nigeria,Plateau state,Mangu lga,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),Muslims (Nigeria),Christians (Nigeria) - Muslims (Nigeria),10,0,0,0,10,9.39052,9.17968,"Shurun Village, Mangu LGA","Fulani Herdsmen Kill 15 in Kaduna, 10 in Plateau",2015-01-02,1,Jan,2015-01,Non-state conflict,Medium (6–20)
188443,2015,Nigeria,Kaduna state,Kaura lga,Atakar - Fulani,Atakar,Fulani,Atakar - Fulani,1,0,0,0,1,9.61667,8.53333,Zangang (outside),Gunmen kill 100 Christian villagers in central Nigeria,2015-01-03,1,Jan,2015-01,Non-state conflict,Low (1–5)
213543,2015,Nigeria,Borno state,Kukawa lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,91,0,91,13.09466,13.82343,Baga town (outside),Boko Haramkills dozens in fresh raids in Nigerian town;Nigeria's northern town leader says hundreds killed in Boko Haram attack;Escape from Boko Haram: 'I kept stepping on dead bodies';Nigeria appeals for support after 'deadliest' Boko Haram attack;Boko HaramMassacre - Baga Survivors Narrate Ordeal,2015-01-03,1,Jan,2015-01,One-sided (civilians),Severe (50+)
190590,2015,Nigeria,Borno state,Kukawa lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,92,0,92,13.09466,13.82343,Baga town,Nigeria appeals for support after 'deadliest' Boko Haram attack;Boko HaramMassacre - Baga Survivors Narrate Ordeal;Boko Haramkills dozens in fresh raids in Nigerian town;Nigeria's northern town leader says hundreds killed in Boko Haram attack;Escape from Boko Haram: 'I kept stepping on dead bodies',2015-01-03,1,Jan,2015-01,One-sided (civilians),Severe (50+)
188418,2015,Nigeria,Borno state,Kukawa lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,14,3,0,0,17,13.12111,13.86032,Doron Baga,"Nigeria's Boko Haramkills dozens of soldiers in northeast, abducts 40 young men;Boko Haramkilled dozens seizing Nigerian town and army base;Boko Haramkills dozens in fresh raids in Nigerian town;Nigeria's northern town leader says hundreds killed in Boko Haram attack;Nigeria appeals for support after 'deadliest' Boko Haram attack;FACTSHEET: What happened in Baga?",2015-01-03,1,Jan,2015-01,State-based conflict,Medium (6–20)
198390,2015,Nigeria,Yobe state,Tarmuwa lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,40,40,12.1076,11.7539,Babangida town,"Boko Haram Attacks, Yobe",2015-01-03,1,Jan,2015-01,State-based conflict,High (21–50)
203025,2015,Nigeria,Adamawa state,Maiha lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,1,0,1,9.99668,13.21673,"Maiha, Adamawa",APPENDIX 1 BOMB ATTACKS JANUARY 2014 – MARCH 2015,2015-01-04,1,Jan,2015-01,One-sided (civilians),Low (1–5)
198393,2015,Nigeria,Borno state,Konduga lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,3,3,11.603451,13.488365,"Mainari village, Konduga LGA","Army vs Boko Haram , Borno",2015-01-05,1,Jan,2015-01,State-based conflict,Low (1–5)
188453,2015,Nigeria,Yobe state,Gujba lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,36,0,36,11.56189,11.91656,Katarko village of Gujba Local Government Area (about 21 kilometres south of Damaturu),"Suspected Boko Haram fighters kill 25 in Nigeria's Yobe State;THE ABDUCTION OF 218 WOMEN AND CHILDREN IN KATARKO, YOBE STATE",2015-01-06,1,Jan,2015-01,One-sided (civilians),High (21–50)
198472,2015,Nigeria,Borno state,Askira/Uba lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,26,0,26,10.73798,13.13072,"Mussa village, Askira/Uba lga","Boko Haram Kill 26, Borno",2015-01-07,1,Jan,2015-01,One-sided (civilians),High (21–50)
190606,2015,Nigeria,Yobe state,Damaturu lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,2,3,0,0,5,11.747,11.9608,Damaturu town,Blast in market of Nigeria's Maiduguri kills at least 16;Child Suicide Bomber Kills 19 in Borno Market,2015-01-09,1,Jan,2015-01,State-based conflict,Low (1–5)
190608,2015,Nigeria,Borno state,Askira/Uba lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,10,0,0,10,10.45509,13.22233,Uba town (about 35 Kilometres from Mubi),Child Suicide Bomber Kills 19 in Borno Market;20 Killed in Maiduguri Poultry Market Suicide Bombing,2015-01-10,1,Jan,2015-01,State-based conflict,Medium (6–20)
190596,2015,Nigeria,Borno state,Maiduguri lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,13,0,13,11.84644,13.160274,Maiduguri,"Suicide bombing by young girl in NE Nigeria, 10 dead: Red Cross, vigilante;Blast in market of Nigeria's Maiduguri kills at least 16;Boko Haram suspected after girl, 10, blows herself up in NE Nigeria;MONDAY MARKET MAIDUGURI",2015-01-10,1,Jan,2015-01,One-sided (civilians),Medium (6–20)
190607,2015,Nigeria,Yobe state,Potiskum lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,1,0,0,1,2,11.7091,11.0694,Potiskum town,"UPDATE 3-Child suicide bomber kills at least 16 in Nigeria;Boko Haram Bomb Explosion, Yobe",2015-01-10,1,Jan,2015-01,State-based conflict,Low (1–5)
190632,2015,Nigeria,Borno state,Konduga lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,2,24,0,0,26,11.65583,13.42133,Konduga town,'Troops Kill Many Boko Haram Fighters in Borno',2015-01-11,1,Jan,2015-01,State-based conflict,High (21–50)
190609,2015,Nigeria,Yobe state,Potiskum lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,8,0,8,11.7091,11.0694,Potiskum town (Kasuwar Jagwal mobile phone market),"Female Suicide Bombers Kill 39 in Potiskum, Maiduguri Markets;Two female suicide bombers kill four in NE Nigeria;APPENDIX 1 BOMB ATTACKS JANUARY 2014 – MARCH 2015",2015-01-11,1,Jan,2015-01,One-sided (civilians),Medium (6–20)
190613,2015,Cameroon,Far North region,Mayo-Sava department,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,1,0,0,143,144,11.1621,14.01151,Kolofata,"Boko Haram attacks town in north Cameroon, killing one;Cameroon army kills 143 Boko Haram fighters: government rek-pgf/de/mfp/ccr;143 Boko Haram Assailants Killed At Kolofata [press release]",2015-01-12,1,Jan,2015-01,State-based conflict,Severe (50+)
190643,2015,Nigeria,Gombe state,Gombe lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,1,2,0,3,10.28969,11.16729,Gombe town,"Bomb kills one, wounds 18 in northeastern Nigeria's Gombe;Suicide bomber kills two, wounds 14 at mosque in northeastern Nigeria",2015-01-13,1,Jan,2015-01,State-based conflict,Low (1–5)
190650,2015,Nigeria,Borno state,Biu lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,41,0,0,41,10.61285,12.19458,Biu town,"78 Terrorists Perish in Biu;Nigerian troops repel Islamist militant attack on town of Biu;Over 41 Boko Haram Terrorists Killed in Failed Attempt to Capture Biu;Nigerian troops repel Islamist militant attack on town of Biu;Fifteen ""Chadian"" Boko Haram fighters said killed by Nigerian army in Biu",2015-01-14,1,Jan,2015-01,State-based conflict,High (21–50)
190663,2015,Nigeria,Gombe state,Gombe lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,6,0,6,10.28969,11.16729,Gombe town (Kasuwar Arawa),"NE Nigeria suicide bombing kills five, wounds 11: emergency services abu-cdc/sms/fg;Boko Haram Suicide Bomber, Gombe Description	15 people died when a Boko haram sui",2015-01-16,1,Jan,2015-01,One-sided (civilians),Medium (6–20)
190668,2015,Cameroon,Far North region,Mayo-Tsanaga department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,3,0,3,10.81014,13.65418,Mabass village,Boko Haram kidnaps at least 60 in deadly Cameroon attack;B'haram Kidnaps 80 in Cameroun,2015-01-18,1,Jan,2015-01,One-sided (civilians),Low (1–5)
198486,2015,Nigeria,Adamawa state,Guyuk lga,JAS - Yan Gora,JAS,Yan Gora,JAS - Yan Gora,4,0,0,0,4,9.90663,11.92753,Guyuk village,"Vigilante kills 4 fleeing insurgents in Guyuk;Vigilantes vs Boko Haram , Adamawa",2015-01-18,1,Jan,2015-01,Non-state conflict,Low (1–5)
190667,2015,Nigeria,Yobe state,Potiskum lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,5,0,5,11.7091,11.0694,Potiskum town,Suicide bomber kills four at Nigeria bus station;APPENDIX 1 BOMB ATTACKS JANUARY 2014 – MARCH 2015,2015-01-18,1,Jan,2015-01,One-sided (civilians),Low (1–5)
198496,2015,Nigeria,Adamawa state,Hong lga,JAS - Yan Gora,JAS,Yan Gora,JAS - Yan Gora,0,0,0,3,3,10.38396,12.82425,"Dabua village, Hong lga","Boko Haram , Adamawa.",2015-01-19,1,Jan,2015-01,Non-state conflict,Low (1–5)
190695,2015,Nigeria,Kano state,,Supporters of APC - Supporters of PDP,Supporters of APC,Supporters of PDP,Supporters of APC - Supporters of PDP,0,0,0,1,1,11.994354,8.513807,Kano town,One Killed as APC/PDP Supporters Clash in Kano,2015-01-21,1,Jan,2015-01,Non-state conflict,Low (1–5)
190732,2015,Nigeria,Adamawa state,Madagali lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,20,0,20,10.85219,13.54889,Madagali LGA,Scores Killed By Boko Haram in Renewed Attacks On Adamawa Villages,2015-01-22,1,Jan,2015-01,One-sided (civilians),Medium (6–20)
190734,2015,Nigeria,Adamawa state,Michika lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,20,0,20,10.618056,13.389444,Michika LGA,Scores Killed By Boko Haram in Renewed Attacks On Adamawa Villages,2015-01-22,1,Jan,2015-01,One-sided (civilians),Medium (6–20)
190701,2015,Nigeria,Borno state,Jere lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,15,0,15,11.72981,13.32878,Kambari village (less than 5 km from Maiduguri),Boko Haramkills 15 villagers in Nigeria's northeast,2015-01-23,1,Jan,2015-01,One-sided (civilians),Medium (6–20)
190710,2015,Nigeria,Adamawa state,Michika lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,3,0,3,10.63923,13.48797,Garta village,Boko HaramKills More People in Captured Adamawa Territories,2015-01-24,1,Jan,2015-01,One-sided (civilians),Low (1–5)
190704,2015,Nigeria,Borno state,Konduga lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,3,0,0,3,11.65583,13.42133,Konduga town,Nigeria repels suspected Boko Haram attack on Maiduguri city,2015-01-25,1,Jan,2015-01,State-based conflict,Low (1–5)
190703,2015,Nigeria,Borno state,Maiduguri lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,15,82,3,0,100,11.84644,13.160274,Maiduguri town,"Nigeria repels suspected Boko Haram attack on Maiduguri city;Over 100 people, mainly militants, died in fight for Nigeria's Maiduguri: reporter",2015-01-25,1,Jan,2015-01,State-based conflict,Severe (50+)
190720,2015,Nigeria,Borno state,Konduga lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,27,0,0,27,11.65583,13.42133,Konduga town (outskirts),Nigerian president reports more weapons as military kill 53 insurgents,2015-01-25,1,Jan,2015-01,State-based conflict,High (21–50)
190723,2015,Nigeria,Borno state,Maiduguri lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,26,0,0,26,11.84644,13.160274,Maiduguri (ouskirts),Nigerian president reports more weapons as military kill 53 insurgents,2015-01-25,1,Jan,2015-01,State-based conflict,High (21–50)
190731,2015,Nigeria,Benue state,Agatu lga,Agatu - Fulani,Agatu,Fulani,Agatu - Fulani,0,0,0,0,0,7.9061,7.85487,Aeuede village of Agatu Local Government Area,Suspected Herders Kill 17 in Benue,2015-01-25,1,Jan,2015-01,Non-state conflict,No deaths recorded
198518,2015,Nigeria,Borno state,Monguno lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,3,0,0,3,12.67863,13.60792,Monguno town,"Inside details of Boko Haram’s 3-pronged attack on Maiduguri, Konduga, Monguno",2015-01-25,1,Jan,2015-01,State-based conflict,Low (1–5)
201703,2015,Nigeria,Borno state,Monguno lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,50,0,50,12.67863,13.60792,Monguno town (bush outside),MONGUNO: AT LEAST 100 PEOPLE KILLED,2015-01-25,1,Jan,2015-01,One-sided (civilians),High (21–50)
201701,2015,Nigeria,Borno state,Monguno lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,100,0,100,12.67863,13.60792,Monguno town,MONGUNO: AT LEAST 100 PEOPLE KILLED,2015-01-25,1,Jan,2015-01,One-sided (civilians),Severe (50+)
190721,2015,Nigeria,Borno state,Monguno lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,3,0,0,3,12.67863,13.60792,Monguno,Nigerian president reports more weapons as military kill 53 insurgents,2015-01-26,1,Jan,2015-01,State-based conflict,Low (1–5)
212319,2015,Chad,Logone Oriental region,Pendé department,Government of Chad - Civilians,Government of Chad,Civilians,Government of Chad - Civilians,0,0,5,0,5,8.671162,16.854296,Doba town,Chad's security forces kill five students in exam protests - website,2015-01-26,1,Jan,2015-01,One-sided (civilians),Low (1–5)
216261,2015,Nigeria,Taraba state,Wukari lga,Fulani - Jukun,Fulani,Jukun,Fulani - Jukun,0,27,0,0,27,7.85,9.783333,"Nwonko village, Wukari LGA","27 feared killed, 80 injured in Taraba attack",2015-01-26,1,Jan,2015-01,Non-state conflict,High (21–50)
212321,2015,Nigeria,Borno state,Abadam lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,2,0,0,2,13.6169,13.26438,Area between Malam Fatori and Abadam,"Chadian army kills ""significant number"" of Boko Haram militants - website",2015-01-28,1,Jan,2015-01,State-based conflict,Low (1–5)
212246,2015,Cameroon,Far North region,Logone-et-Chari department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,3,0,3,11.39879,14.57067,Gnam Gnam village (3 km from Waza),"War on terror: Boko Haram kills 10, welcomes Chadian forces in Fotokol with 7 rockets",2015-01-28,1,Jan,2015-01,One-sided (civilians),Low (1–5)
211737,2015,Cameroon,Far North region,Mayo-Tsanaga department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,7,0,7,11.13562,13.88216,Achigachya town,Boko Haramkills 7 in Cameroonian border town,2015-01-29,1,Jan,2015-01,One-sided (civilians),Medium (6–20)
190744,2015,Cameroon,Far North region,Logone-et-Chari department,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,3,123,0,0,126,12.37308,14.22774,Fotokol town (near),"3 Chad soldiers, 123 Boko Haram militants killed in Cameroon: Chad military",2015-01-29,1,Jan,2015-01,State-based conflict,Severe (50+)
190750,2015,Nigeria,Borno state,Mafa lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,30,0,0,30,11.8826,13.3434,"Mafa-Ngom area (Ngom village and Mafa Local Government Area, about 30 kilometres north east of the city along the College of Agriculture and the Chad Basin Development Authority road in the metropolis.)","Bloodbath in Maiduguri, Yobe",2015-02-01,2,Feb,2015-02,State-based conflict,High (21–50)
190753,2015,Nigeria,Borno state,Maiduguri lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,2,0,0,352,354,11.84644,13.160274,Maiduguri (around),Troops Repel Another Attack On Maiduguri;Dozens of Insurgents Killed As Troops Repel Fresh Maiduguri Attack,2015-02-01,2,Feb,2015-02,State-based conflict,Severe (50+)
190746,2015,Nigeria,Borno state,Maiduguri lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,12,0,12,11.84644,13.160274,"Maiduguri town (Abujantalakawa, Zannari, Gindari Polo neighborhoods)","Troops Repel Boko Haram Attack On Maiduguri;Dozens of Insurgents Killed As Troops Repel Fresh Maiduguri Attack;Military Repels Boko Haram's Fresh Assault On Maiduguri, 82 Killed",2015-02-01,2,Feb,2015-02,State-based conflict,Medium (6–20)
190748,2015,Nigeria,Adamawa state,Michika lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,3,0,0,3,10.61592,13.3849,Michika town,Military Recapture Michika,2015-02-01,2,Feb,2015-02,State-based conflict,Low (1–5)
190749,2015,Nigeria,Borno state,Jere lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,5,46,0,0,51,11.755521,13.106469,Molai village area (10 kilometres south of Maiduguri),"Bloodbath in Maiduguri, Yobe;Troops Repel Another Attack On Maiduguri",2015-02-01,2,Feb,2015-02,State-based conflict,Severe (50+)
190754,2015,Nigeria,Borno state,Maiduguri lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,3,0,0,3,11.84644,13.160274,Maiduguri town (three kilometres from Giwa barracks),Dozens of Insurgents Killed As Troops Repel Fresh Maiduguri Attack,2015-02-01,2,Feb,2015-02,State-based conflict,Low (1–5)
193241,2015,Nigeria,Borno state,Konduga lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,50,0,0,50,11.65822,13.03365,"Dalwa village (about 20 kilometers from Maiduguri), around","Military Repels Boko Haram's Fresh Assault On Maiduguri, 82 Killed",2015-02-01,2,Feb,2015-02,State-based conflict,High (21–50)
190745,2015,Nigeria,Yobe state,Potiskum lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,1,7,0,8,11.7091,11.0694,Potiskum town,"Suicide bombing in northeast Nigeria kills 7: police, witnesses;Reuters World News Summary",2015-02-01,2,Feb,2015-02,State-based conflict,Medium (6–20)
201501,2015,Nigeria,Borno state,Bama lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,10,0,10,11.5221,13.68558,Bama town,Life under Boko Haram control (pp.15-18),2015-02-01,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
190747,2015,Nigeria,Gombe state,Gombe lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,1,0,1,10.28969,11.16729,Gombe town,"Boko Haram Attack, Gombe;Dozens of Insurgents Killed As Troops Repel Fresh Maiduguri Attack;Blast at Nigeria pro-Jonathan rally was female suicide bomber-police;Deadly car bomb explodes in Nigeria's Gombe after Jonathan rally",2015-02-02,2,Feb,2015-02,One-sided (civilians),Low (1–5)
190756,2015,Nigeria,Borno state,Maiduguri lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,24,0,0,24,11.84644,13.160274,"Tungushe town, a few kilometers from Maiduguri, Konduga LGA",Nigerian military reportedly kills over 100 insurgents 2 February,2015-02-02,2,Feb,2015-02,State-based conflict,High (21–50)
193242,2015,Nigeria,Borno state,Ngala lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,9,200,0,0,209,12.37066,14.21731,Gamboru town,'200 dead' as regional forces battle Boko Haram,2015-02-03,2,Feb,2015-02,State-based conflict,Severe (50+)
193243,2015,Cameroon,Far North region,Logone-et-Chari department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,100,0,100,12.37308,14.22774,Fotokol town,UPDATE 5-Boko Haramkill more than 100 in Cameroon - local leader;In the Tracks of Boko Haram in Cameroon;Boko Haram slits civilians' throats in border town: residents;Boko Haramkills dozens in rampage after Chad offensive;13 Chad troops killed in Boko Haram counter-attack: minister,2015-02-04,2,Feb,2015-02,One-sided (civilians),Severe (50+)
193244,2015,Cameroon,Far North region,Logone-et-Chari department,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,24,300,0,0,324,12.37308,14.22774,Fotokol town,250 Boko Haram Fighters Killed As Terrorists Slay 100 Civilians;Boko Haram slits civilians' throats in border town: residents;Boko Haramkills dozens in rampage after Chad offensive;13 Chad troops killed in Boko Haram counter-attack: minister;In the Tracks of Boko Haram in Cameroon,2015-02-04,2,Feb,2015-02,State-based conflict,Severe (50+)
193249,2015,Nigeria,Borno state,Abadam lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,1,0,0,1,13.6734,13.3388,Malamfatori town,"Troops Kill Top Boko Haram Commander;Boko Haram Commander, Borno",2015-02-05,2,Feb,2015-02,State-based conflict,Low (1–5)
193253,2015,Niger,Diffa region,Diffa department,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,2,54,1,0,57,13.31536,12.61135,"Diffa town (10 km from, near a bridge linking the countries)",Boko Haram attacks Niger for first time;'109 Boko Haram fighters dead' after first attack on Niger,2015-02-06,2,Feb,2015-02,State-based conflict,Severe (50+)
193252,2015,Niger,Diffa region,Diffa department,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,2,55,0,0,57,13.69869,13.30951,Bosso town,Boko Haram attacks Niger for first time;'109 Boko Haram fighters dead' after first attack on Niger,2015-02-06,2,Feb,2015-02,State-based conflict,Severe (50+)
211750,2015,Cameroon,Far North region,Mayo-Sava department,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,0,11,0,0,11,11.18417,13.91423,"Kerawa village, Far North region","Boko Haram attack Cameroon village, kidnap bus passengers: sources",2015-02-08,2,Feb,2015-02,State-based conflict,Medium (6–20)
212249,2015,Cameroon,Far North region,,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,12,0,12,11.00745,13.955868,between Koza and Mora,"Boko Haram kidnaps 20 people in Cameroon, executes 12  Read more at: http://www.vanguardngr.com/2015/02/boko-haram-kidnaps-20-people-cameroon-executes-12/",2015-02-08,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193254,2015,Niger,Diffa region,Diffa department,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,5,5,13.31536,12.61135,Diffa town,Niger army repels fresh Boko Haram attack on border town,2015-02-08,2,Feb,2015-02,State-based conflict,Low (1–5)
193282,2015,Nigeria,Borno state,Damboa lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,82,0,0,82,11.15604,12.75758,"Kalla village, about two kilometres away from Damboa",Military Foils Terrorist Attack On Damboa in Borno,2015-02-08,2,Feb,2015-02,State-based conflict,Severe (50+)
193290,2015,Nigeria,Yobe state,Yunusari lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,4,0,4,0,8,13.09969,12.1079,Kanamma town,"Suicide blast in NE Nigeria as Boko Haram pursues deadly campaign;Boko Haram Attack, Borno",2015-02-09,2,Feb,2015-02,State-based conflict,Medium (6–20)
193286,2015,Nigeria,Borno state,Magumeri lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,7,0,7,12.252155,13.105596,Gajiganna market in Magumeri,Chadian Troops Kill Scores of Insurgents in Gamboru,2015-02-10,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193292,2015,Nigeria,Benue state,Agatu lga,Agatu - Fulani,Agatu,Fulani,Agatu - Fulani,0,0,0,0,0,7.9061,7.85487,Agatu lga,"Suspected Fulani herdsmen launch more attacks in Nigeria, kill 10",2015-02-10,2,Feb,2015-02,Non-state conflict,No deaths recorded
193291,2015,Nigeria,Benue state,Ukum lga,Fulani - Tiv,Fulani,Tiv,Fulani - Tiv,0,0,0,0,0,7.629936,9.645133,Ukum lga,"Suspected Fulani herdsmen launch more attacks in Nigeria, kill 10",2015-02-10,2,Feb,2015-02,Non-state conflict,No deaths recorded
211757,2015,Cameroon,Far North region,Logone-et-Chari department,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,1,13,0,0,14,12.37308,14.22774,Fotokol town,"Fourteen killed in clash between Chadian army, Boko Haram in northern Cameroon",2015-02-11,2,Feb,2015-02,State-based conflict,Medium (6–20)
193284,2015,Nigeria,Borno state,Ngala lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,1,13,0,0,14,12.37066,14.21731,Gambaru town,Chad army says kills 13 Boko Haram fighters in Nigeria,2015-02-11,2,Feb,2015-02,State-based conflict,Medium (6–20)
193287,2015,Nigeria,Borno state,Biu lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,11,0,11,10.61285,12.19458,Biu town,"At least seven dead in Nigeria market suicide blast: witnesses;21 dead in two Boko Haram attacks in NE Nigeria: community leader, witness",2015-02-12,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193297,2015,Nigeria,Borno state,Jere lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,14,0,14,11.89912,13.29155,Mbuta village,"21 dead in two Boko Haram attacks in NE Nigeria: community leader, witness;Boko Haram Attack, Borno",2015-02-12,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
