id,year,country,state_province,district,actors,side_a,side_b,conflict,deaths_a,deaths_b,deaths_civilians,deaths_unknown,deaths_total,latitude,longitude,location_name,headline,date,month,month_name,year_month,violence_type,severity
231264,2016,Cameroon,Far North region,Logone-et-Chari department,IS - Civilians,IS,Civilians,IS - Civilians,0,0,0,0,0,12.48753,14.44501,"GAMBAROU (near DOUBLE), LOGONE ET CHARI",Situation External (Rest of the World),2016-08-09,8,Aug,2016-08,One-sided (civilians),No deaths recorded
231713,2016,Nigeria,Kaduna state,Jema'a lga,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),Muslims (Nigeria),Christians (Nigeria) - Muslims (Nigeria),7,0,0,0,7,9.41031,8.36137,Golkofa village,Seven Christians Killed in North-Central Nigeria by Muslim Fulani Cattle Herders,2016-08-13,8,Aug,2016-08,Non-state conflict,Medium (6–20)
227158,2016,Nigeria,Borno state,Bama lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,1,0,0,1,11.52059,14.09661,"BOCOS general area, Bama LGA","UN Begins IDPs Registration in Bama, As Soldiers Rescue 88 Hostages, Kill Three Terrorists;Situation External (Rest of the World)",2016-08-14,8,Aug,2016-08,State-based conflict,Low (1–5)
227156,2016,Nigeria,Borno state,Kukawa lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,16,0,0,16,12.96309,13.60899,Kangarwa town,Nigerian troops repel Boko Haram attack: spokesman,2016-08-14,8,Aug,2016-08,State-based conflict,Medium (6–20)
231189,2016,Nigeria,Kaduna state,Jema'a lga,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),Muslims (Nigeria),Christians (Nigeria) - Muslims (Nigeria),3,0,0,0,3,9.43251,8.35371,"Unguwan Anjo, near Godogodo, Godogodo district",Three Killed in Kaduna Villages After Gov El-Rufai's Visit,2016-08-15,8,Aug,2016-08,Non-state conflict,Low (1–5)
227157,2016,Nigeria,Borno state,Monguno lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,2,0,0,2,12.57852,13.61727,Mongonu area,"UN Begins IDPs Registration in Bama, As Soldiers Rescue 88 Hostages, Kill Three Terrorists",2016-08-15,8,Aug,2016-08,State-based conflict,Low (1–5)
227159,2016,Nigeria,Borno state,Dikwa lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,2,5,0,7,12.1101,13.98946,"Gwajibo village (near), Gamboro-Dikwa road",Boko Haram kills five in attack on reopened highway;Scores Killed in Boko Haram Ambush,2016-08-15,8,Aug,2016-08,State-based conflict,Medium (6–20)
227160,2016,Cameroon,Far North region,Logone-et-Chari department,Government of Cameroon - IS,Government of Cameroon,IS,Cameroon: Islamic State,0,27,0,0,27,12.37308,14.22774,Fotokol (near),Troops Kill 27 Boko Haram Terrorists,2016-08-17,8,Aug,2016-08,State-based conflict,High (21–50)
231178,2016,Nigeria,Borno state,Abadam lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,300,0,0,300,13.43162,13.31319,between Malam Fatori and Kangarwa,"Air Force Airstrikes Kill 300 Militants;NAF Jets Blasts Boko Haram Rendezvous, Kill About 300 Terrorists;Situation North East (Adamawa, Borno and Yobe States)",2016-08-19,8,Aug,2016-08,State-based conflict,Severe (50+)
231176,2016,Nigeria,Borno state,,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,3,0,0,3,11.25,13.416667,"Sambisa forest (Taye village, inside)","Air Force Airstrikes Kill 300 Militants;Boko Haram's Shekau 'wounded' in air strike: Nigeria;Nigerian air force says kills top Boko Haram militants, leader believed wounded",2016-08-19,8,Aug,2016-08,State-based conflict,Low (1–5)
236029,2016,Nigeria,Nasarawa state,Obi lga,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),Muslims (Nigeria),Christians (Nigeria) - Muslims (Nigeria),1,0,0,0,1,8.36667,8.76667,Obi,"Religious Killing, Nasarawa",2016-08-19,8,Aug,2016-08,Non-state conflict,Low (1–5)
231263,2016,Cameroon,Far North region,,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,0,0,0,11.0,14.5,"BAKARICE Village, EXTREME NORD Region",Situation External (Rest of the World),2016-08-19,8,Aug,2016-08,One-sided (civilians),No deaths recorded
227161,2016,Nigeria,Borno state,Chibok lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,6,0,6,10.92618,13.02287,"Kuburubu, Damboa LGA

Kuburubu is a boundary village between Chibok and Damboa local government of Borno state, Northeast Nigeria; about 80 kilometres away from Maiduguri

Kubrrivu (20 km from Chibok, near Kautikeri village)","Boko Haram Kills 6, Abduct 13 in Borno;Boko Haram kills 10, abducts 13 near Chibok: locals",2016-08-20,8,Aug,2016-08,One-sided (civilians),Medium (6–20)
227179,2016,Cameroon,Far North region,Mayo-Sava department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,3,0,3,11.04611,14.14011,Mora town,Suicide bomber kills 3 in north Cameroon,2016-08-21,8,Aug,2016-08,One-sided (civilians),Low (1–5)
231210,2016,Nigeria,Edo state,,Black Axe - Eyie,Black Axe,Eyie,Black Axe - Eyie,0,0,0,1,1,6.335045,5.627492,Benin,Three Feared Dead in Edo Cult Clash,2016-08-21,8,Aug,2016-08,Non-state conflict,Low (1–5)
235036,2016,Nigeria,Borno state,Chibok lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,11,0,11,10.83642,12.7705,Kuburvwa village,"Boko Haram Attack, Borno",2016-08-21,8,Aug,2016-08,One-sided (civilians),Medium (6–20)
231182,2016,Nigeria,Borno state,,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,11,0,11,10.987943,12.787677,Kuburvwa village (between Chibok and Damboa towns),"Boko Haram Strikes Again, Kills 11 Near Chibok",2016-08-21,8,Aug,2016-08,One-sided (civilians),Medium (6–20)
231207,2016,Nigeria,Borno state,Bama lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,2,0,0,2,11.32643,13.96658,Darul Jamel on the fringes of Sambisa forest,"Troops Repel Boko Haram, Kill Two Senior Commanders - Army",2016-08-22,8,Aug,2016-08,State-based conflict,Low (1–5)
231211,2016,Nigeria,Edo state,,Black Axe - Eyie,Black Axe,Eyie,Black Axe - Eyie,0,0,0,2,2,6.335045,5.627492,Benin,Three Feared Dead in Edo Cult Clash,2016-08-23,8,Aug,2016-08,Non-state conflict,Low (1–5)
235037,2016,Nigeria,Borno state,,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,12,0,0,12,11.25,13.416667,Samisa forest,"Army vs Boko Haram , Borno",2016-08-23,8,Aug,2016-08,State-based conflict,Medium (6–20)
231262,2016,Cameroon,Far North region,Mayo-Sava department,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,1,0,0,0,1,11.10682,14.2056,"TCHAKAMARI, MAYO SAVA Department",Situation External (Rest of the World),2016-08-23,8,Aug,2016-08,State-based conflict,Low (1–5)
231139,2016,Chad,Lac region,Mamdi department,Government of Chad - IS,Government of Chad,IS,Chad: Islamic State,4,0,0,0,4,13.4741,14.70529,"Kaiga Kindji, near the Nigerien border",4 Chad troops killed by 'Boko Haram mine';Boko Haram landmine kills four Chadian soldiers,2016-08-26,8,Aug,2016-08,State-based conflict,Low (1–5)
231252,2016,Nigeria,Borno state,Marte lga,IS - JAS,IS,JAS,IS - JAS,0,0,0,3,3,12.36532,13.8293,"ZUWA Villages, MARTE LGA",NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 10 September 2016,2016-08-31,8,Aug,2016-08,Non-state conflict,Low (1–5)
232072,2016,Cameroon,Far North region,Mayo-Sava department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,1,0,1,11.1106,14.0389,"GOUZOUDOU (6km from KOLOFATA), MAYO SAVA Department",Situation External (Rest of the World),2016-09-01,9,Sep,2016-09,One-sided (civilians),Low (1–5)
231234,2016,Niger,Diffa region,Diffa department,IS - Civilians,IS,Civilians,IS - Civilians,0,0,5,0,5,13.66793,13.12767,"Toumour village, Diffa region",Five dead in first east Niger Boko Haram attack in 3 months: governor,2016-09-02,9,Sep,2016-09,One-sided (civilians),Low (1–5)
252183,2016,Nigeria,Rivers state,Ogba-Egbema-Ndoni lga,Greenlanders - NDV,Greenlanders,NDV,Greenlanders - NDV,0,0,0,2,2,5.27426,6.68129,Egita community in Ogba/Egbema/Ndoni Local Government,"How kidnappers, gunmen inflicted unforgettable pains on Rivers residents",2016-09-04,9,Sep,2016-09,Non-state conflict,Low (1–5)
231255,2016,Cameroon,Far North region,Mayo-Sava department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,1,0,1,11.18333,14.31667,"GUIDIGUIDI and WAMBA Villages, 10km from MORA, MAYO SAVA Department",Situation External (Rest of the World),2016-09-05,9,Sep,2016-09,One-sided (civilians),Low (1–5)
231256,2016,Cameroon,Far North region,Mayo-Sava department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,2,0,2,10.9535,14.17394,"WAMBA Villages, 10km from MORA, MAYO SAVA Department",Situation External (Rest of the World),2016-09-05,9,Sep,2016-09,One-sided (civilians),Low (1–5)
231253,2016,Nigeria,Borno state,Monguno lga,IS - JAS,IS,JAS,IS - JAS,0,0,0,3,3,12.405442,13.569552,"YELE (in the vicinity of), Monguno LGA",NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 10 September 2016,2016-09-07,9,Sep,2016-09,Non-state conflict,Low (1–5)
231254,2016,Nigeria,Borno state,Monguno lga,IS - JAS,IS,JAS,IS - JAS,0,0,0,3,3,12.57852,13.61727,"ARAFA Village, MONGUNO LGA",NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 10 September 2016,2016-09-07,9,Sep,2016-09,Non-state conflict,Low (1–5)
231258,2016,Cameroon,Far North region,Mayo-Sava department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,1,0,1,11.09167,14.2287,"AISSA HARDE, MAYO SAVA Department",Situation External (Rest of the World),2016-09-08,9,Sep,2016-09,One-sided (civilians),Low (1–5)
231257,2016,Cameroon,Far North region,Mayo-Sava department,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,0,6,0,0,6,11.04611,14.14011,ALHADJI FOUWA (near; located near Mora),Situation External (Rest of the World),2016-09-08,9,Sep,2016-09,State-based conflict,Medium (6–20)
231709,2016,Nigeria,Kaduna state,Jema'a lga,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),Muslims (Nigeria),Christians (Nigeria) - Muslims (Nigeria),2,0,0,0,2,9.41031,8.36137,"Golkofa village, Godogodo District, Jema'a Local Government Area of Kaduna State","Again, Herdsmen Kill One in Kaduna - Sack 8 Villages",2016-09-08,9,Sep,2016-09,Non-state conflict,Low (1–5)
231251,2016,Niger,Diffa region,Diffa department,Government of Niger - IS,Government of Niger,IS,Niger: Islamic State,2,4,0,0,6,13.88238,13.17333,Baroua village (around),Boko Haram blamed after road attack in NE Nigeria,2016-09-08,9,Sep,2016-09,State-based conflict,Medium (6–20)
233711,2016,Nigeria,Borno state,,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,2,0,0,0,2,11.5,13.0,northern part of Borno State near the Cameroon border,"Two Nigerian Soldiers, 11 Insurgents Killed in Multiple Battles",2016-09-08,9,Sep,2016-09,State-based conflict,Low (1–5)
231250,2016,Nigeria,Borno state,Dikwa lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,1,0,1,11.90069,14.02693,"Kulukawuya village, Dikwa LGA (50 kilometres from Maiduguri on the road between Monguno and Maiduguri)",Boko Haram blamed after road attack in NE Nigeria;NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 10 September 2016,2016-09-10,9,Sep,2016-09,One-sided (civilians),Low (1–5)
235038,2016,Nigeria,Borno state,Bama lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,2,2,0,0,4,11.52059,14.09661,Baroua village,"Army vs Boko Haram , Borno",2016-09-10,9,Sep,2016-09,State-based conflict,Low (1–5)
231710,2016,Nigeria,Kaduna state,Jema'a lga,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),Muslims (Nigeria),Christians (Nigeria) - Muslims (Nigeria),1,0,0,0,1,9.41031,8.36137,"Golkofa village, Godogodo District, Jema'a Local Government Area of Kaduna State","Again, Herdsmen Kill One in Kaduna - Sack 8 Villages",2016-09-11,9,Sep,2016-09,Non-state conflict,Low (1–5)
231717,2016,Nigeria,Borno state,Dikwa lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,1,0,0,1,12.03609,13.91815,"Kara Cattle market axis, Dikwa, towards Antul and Mukdala, Dikwa Local Government Area",Sallah - Troops Gun Down Female Suicide Bomber in Borno,2016-09-11,9,Sep,2016-09,State-based conflict,Low (1–5)
231723,2016,Niger,Diffa region,Diffa department,Government of Niger - IS,Government of Niger,IS,Niger: Islamic State,0,8,0,0,8,13.586667,13.005232,"around the villages of Gueskerou and Toumour, Diffa region","38 Boko Haram Fighters Killed in South Niger;Niger, Chad armies kill 38 Boko Haram fighters - Niger army",2016-09-12,9,Sep,2016-09,State-based conflict,Medium (6–20)
231155,2016,Niger,Diffa region,Diffa department,Government of Niger - IS,Government of Niger,IS,Niger: Islamic State,5,30,0,0,35,13.66793,13.12767,Toumour village (near),"Clash with Boko Haram in Niger kills five soldiers, 30 militants",2016-09-12,9,Sep,2016-09,State-based conflict,High (21–50)
231735,2016,Nigeria,Yobe state,Geidam lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,4,0,0,4,12.716667,12.033333,"Gajire village (around), Geidam Local Government Area of Yobe State","Troops Kill 4 Terrorists, Clear Boko Haram Hideouts",2016-09-14,9,Sep,2016-09,State-based conflict,Low (1–5)
231156,2016,Nigeria,Borno state,Konduga lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,0,0,11.58605,13.00278,"Sanda general area (between Damboa and Maiduguri), Konduga lga","Suspected Boko Haram militants kill six in northern Nigeria ambush: army;Suspected Boko Haram militants kill six in northern Nigeria ambush - army;Situation North East (Adamawa, Borno and Yobe States)",2016-09-17,9,Sep,2016-09,State-based conflict,No deaths recorded
231739,2016,Nigeria,Borno state,Chibok lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,8,0,8,10.916587,13.066671,Kwamjilari village (about 30 km east of Chibok),Eight killed in Boko Haram attack in NE Nigeria: locals,2016-09-18,9,Sep,2016-09,One-sided (civilians),Medium (6–20)
231166,2016,Nigeria,Borno state,Abadam lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,40,0,0,0,40,13.6734,13.3388,Malam Fatori area,Troops Battle Boko Haram Near Malam Fatori;C. A New Jihadist Faction in the Lake Chad Basin?,2016-09-19,9,Sep,2016-09,State-based conflict,High (21–50)
231741,2016,Nigeria,Borno state,Damboa lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,4,0,4,11.09826,12.76417,"Talari village (between Kilakia Village and Chibok), Damboa LGA","Boko Haram Behead Village Chief, Son",2016-09-19,9,Sep,2016-09,One-sided (civilians),Low (1–5)
231165,2016,Nigeria,Borno state,Abadam lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,3,0,0,3,13.6734,13.3388,Malam Fatori town,Troops Battle Boko Haram Near Malam Fatori,2016-09-20,9,Sep,2016-09,State-based conflict,Low (1–5)
236039,2016,Nigeria,Enugu state,Igbo-Etiti lga,Igbo - Fulani,Igbo,Fulani,Igbo - Fulani,1,0,0,0,1,6.70902,7.31826,Aku community,"Fulani Herdsmen Attack, Enugu",2016-09-21,9,Sep,2016-09,Non-state conflict,Low (1–5)
236087,2016,Nigeria,Lagos state,,Black Axe - Eyie,Black Axe,Eyie,Black Axe - Eyie,1,1,0,0,2,6.58333,3.75,"Surulere Estate, AIT Road in the Alagbado. Ifako-Ijaye LGA","Stab to Death in Cult clash, Lagos",2016-09-21,9,Sep,2016-09,Non-state conflict,Low (1–5)
231168,2016,Nigeria,Borno state,Abadam lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,0,40,0,0,40,13.6734,13.3388,Mallm Fatori (near),Troops Kill Scores of Boko Haram Fighters in Borno,2016-09-21,9,Sep,2016-09,State-based conflict,High (21–50)
231748,2016,Nigeria,Borno state,Abadam lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,2,15,0,0,17,13.6169,13.26438,Abadam village,"15 Boko Haram Fighters, Two Soldiers Killed in Fierce Battle",2016-09-22,9,Sep,2016-09,State-based conflict,Medium (6–20)
231170,2016,Chad,Lac region,Mamdi department,Government of Chad - IS,Government of Chad,IS,Chad: Islamic State,4,7,0,0,11,13.4741,14.70529,Djoroye border post near the Niger border,4 Chadian troops killed in Boko Haram attack: security source,2016-09-24,9,Sep,2016-09,State-based conflict,Medium (6–20)
231756,2016,Nigeria,Rivers state,Ogba-Egbema-Ndoni lga,Greenlanders - NDV,Greenlanders,NDV,Greenlanders - NDV,0,0,0,4,4,5.3114,6.65442,"Okposi, Ogba/Egbema/Ndoni Local Government Area (ONELGA","10 Feared Killed in Rivers, Benue Kaduna States",2016-09-24,9,Sep,2016-09,Non-state conflict,Low (1–5)
231760,2016,Nigeria,Rivers state,Ogba-Egbema-Ndoni lga,Greenlanders - NDV,Greenlanders,NDV,Greenlanders - NDV,0,0,0,2,2,5.25114,6.61298,"Obaji community, Ogba/Egbema/Ndoni Local Government Area (ONELGA)","10 Feared Killed in Rivers, Benue Kaduna States",2016-09-24,9,Sep,2016-09,Non-state conflict,Low (1–5)
234786,2016,Nigeria,Borno state,Bama lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,5,0,0,0,5,11.383731,13.864889,Bama-Banki road,Lt. Col. Abu Ali's Death: Why Boko Haram Is Killing More Nigerian Soldiers - Top Military Officer [interview],2016-09-25,9,Sep,2016-09,State-based conflict,Low (1–5)
231754,2016,Nigeria,Borno state,Bama lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,4,3,0,0,7,11.32643,13.96658,Miyanti and Dareljamal (between),"Four Soldiers Killed, 16 Injured in Boko Haram Bomb Attack",2016-09-25,9,Sep,2016-09,State-based conflict,Medium (6–20)
231752,2016,Nigeria,Borno state,Ngala lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,5,0,5,12.37066,14.21731,Gamboru (near),Embattled Boko Haram leader Shekau resurfaces in video,2016-09-25,9,Sep,2016-09,One-sided (civilians),Low (1–5)
231751,2016,Nigeria,Borno state,Ngala lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,4,22,0,0,26,12.19763,14.0223,Logomani (near),"Embattled Boko Haram leader Shekau resurfaces in video;4 Soldiers, 22 Terrorists Die in Borno Clash",2016-09-25,9,Sep,2016-09,State-based conflict,High (21–50)
231762,2016,Nigeria,Borno state,Chibok lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,4,0,4,10.86583,12.84702,"Kubirivour, Boftari villages (near Chibok town)","Boko Haram Kills Eight, Hoists Flags Near Chibok Town;Deadly Boko Haram Attacks in Northeastern Nigeria",2016-09-26,9,Sep,2016-09,One-sided (civilians),Low (1–5)
231763,2016,Nigeria,Borno state,Chibok lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,4,0,4,10.862826,12.961807,Kuburmbalah village,"Deadly Boko Haram Attacks in Northeastern Nigeria;Boko Haram Kills Eight, Hoists Flags Near Chibok Town",2016-09-26,9,Sep,2016-09,One-sided (civilians),Low (1–5)
231761,2016,Nigeria,Kaduna state,Jema'a lga,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),Muslims (Nigeria),Christians (Nigeria) - Muslims (Nigeria),3,0,0,0,3,9.38269,8.26813,Dogon Daji village,"10 Feared Killed in Rivers, Benue Kaduna States",2016-09-26,9,Sep,2016-09,Non-state conflict,Low (1–5)
231765,2016,Nigeria,Borno state,Gwoza lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,9,0,0,9,11.21673,13.45574,"Bulabulin, GWOZA LGA","Soldiers Kill 9 Terrorists in Borno;Situation North East (Adamawa, Borno and Yobe States)",2016-09-28,9,Sep,2016-09,State-based conflict,Medium (6–20)
232084,2016,Cameroon,Far North region,Logone-et-Chari department,Government of Cameroon - IS,Government of Cameroon,IS,Cameroon: Islamic State,1,0,0,0,1,12.37308,14.22774,"DAMBORE-ARDEBE (near, 13km from FOTOKOL), LOGONE ET CHARI Department",Situation External (Rest of the World),2016-09-30,9,Sep,2016-09,State-based conflict,Low (1–5)
231885,2016,Nigeria,Borno state,,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,2,0,0,2,11.25,13.416667,Sambisa forest,Five Killed in Boko Haram Attack On Borno Village,2016-10-02,10,Oct,2016-10,State-based conflict,Low (1–5)
236059,2016,Nigeria,Lagos state,Ikorodu lga,Black Axe - Eyie,Black Axe,Eyie,Black Axe - Eyie,0,0,0,2,2,6.62641,3.55167,"Anibaba, Ikorodu","Cult Clash, Lagos",2016-10-02,10,Oct,2016-10,Non-state conflict,Low (1–5)
231769,2016,Nigeria,Borno state,Gwoza lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,2,0,0,2,11.103593,13.712982,Gwoza town,Troops Kill 2 Female Suicide Bombers Near Military Base in Gwoza,2016-10-06,10,Oct,2016-10,State-based conflict,Low (1–5)
232085,2016,Cameroon,Far North region,Logone-et-Chari department,Government of Cameroon - IS,Government of Cameroon,IS,Cameroon: Islamic State,1,1,0,0,2,12.5514,14.25867,"SAGME, FOTOKOL Arrondissement, LOGONE ET CHARI Department",Situation External (Rest of the World),2016-10-06,10,Oct,2016-10,State-based conflict,Low (1–5)
231882,2016,Nigeria,Borno state,Jere lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,5,0,5,11.89912,13.29155,Kwashebe in Jere Local Government Area,Five Killed in Boko Haram Attack On Borno Village,2016-10-10,10,Oct,2016-10,One-sided (civilians),Low (1–5)
236088,2016,Nigeria,Lagos state,Ibeju/Lekki lga,Black Axe - Eyie,Black Axe,Eyie,Black Axe - Eyie,0,0,0,1,1,6.4545,3.94318,"Ajah and Epe area, Ibeju/Lekki LGA","Cult Clash, Lagos",2016-10-11,10,Oct,2016-10,Non-state conflict,Low (1–5)
231881,2016,Nigeria,Borno state,Jere lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,8,0,8,11.870457,13.250751,"MUNA Garage Motor Park, JERE LGA along MAIDUGURI-DIKWA-GMBORU NGALA Road on the outskirts of MAIDUGUR","Female suicide bomber kills eight in NE Nigeria: emergency services;Situation North East (Adamawa, Borno and Yobe States)",2016-10-12,10,Oct,2016-10,One-sided (civilians),Medium (6–20)
235046,2016,Nigeria,Borno state,Gwoza lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,2,0,0,2,11.226071,13.783778,Pulka axis,"Army vs Boko Haram Suicide Bomber, Borno",2016-10-13,10,Oct,2016-10,State-based conflict,Low (1–5)
232096,2016,Cameroon,Far North region,Mayo-Sava department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,1,0,1,11.15429,14.07151,"GANSE, MAYO SAVA Department",Situation External (Rest of the World),2016-10-14,10,Oct,2016-10,One-sided (civilians),Low (1–5)
231894,2016,Nigeria,Kaduna state,Jema'a lga,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),Muslims (Nigeria),Christians (Nigeria) - Muslims (Nigeria),30,0,0,0,30,9.43251,8.35371,"Godogodo chiefdom, Jema'a LGA","Godogodo Death Toll Hits 40, As Mob Hacks 14 Herdsmen Dead;24-Hour Curfew Declared in Kaduna's LGA, As Herdsmen Kill 20, Take Over Chiefdom;4.3 GODOGODO ATTACK LEFT 30 VILLAGERS DEAD AND OVER 300 HOUSES BURNT",2016-10-15,10,Oct,2016-10,Non-state conflict,High (21–50)
232099,2016,Cameroon,Far North region,Mayo-Sava department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,3,0,3,11.31806,14.44346,"TAGAWA, MAYO SAVA Department",Situation External (Rest of the World),2016-10-16,10,Oct,2016-10,One-sided (civilians),Low (1–5)
231897,2016,Nigeria,Borno state,Mobbar lga,Government of Nigeria - IS,Government of Nigeria,IS,Nigeria: Islamic State,26,0,0,0,26,13.300203,12.71668,"Asaka village, 15 kilometres from Ghashghar","Boko Haram claims attack on soldiers in NE Nigeria;13 Nigerian soldiers wounded, others missing after Boko Haram clashes;Situation North East (Adamawa, Borno and Yobe States);Situation North East (Adamawa, Borno and Yobe States);Lt. Col. Abu Ali's Death: Why Boko Haram Is Killing More Nigerian Soldiers - Top Military Officer [interview];Army vs Boko Haram , Borno",2016-10-16,10,Oct,2016-10,State-based conflict,High (21–50)
236957,2016,Nigeria,Borno state,Mobbar lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,16,0,0,0,16,13.36901,12.78577,Gashigar,Boko Haram - Nigerian Army Recovers Corpses of 16 Missing Soldiers;Niger and Boko Haram: Beyond Counter-insurgency,2016-10-16,10,Oct,2016-10,State-based conflict,Medium (6–20)
231899,2016,Nigeria,Kaduna state,Jema'a lga,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),Muslims (Nigeria),Christians (Nigeria) - Muslims (Nigeria),0,14,0,0,14,9.43251,8.35371,Godogodo,Mob attacks Fulani herdsmen in Nigeria,2016-10-17,10,Oct,2016-10,Non-state conflict,Medium (6–20)
232100,2016,Cameroon,Far North region,Mayo-Tsanaga department,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,1,0,0,0,1,11.08919,13.85365,"DJIBRILI, MAYO MOSKOTA Arrondissement, MAYO TSANAGA Department",Situation External (Rest of the World),2016-10-19,10,Oct,2016-10,State-based conflict,Low (1–5)
232101,2016,Cameroon,Far North region,Mayo-Tsanaga department,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,0,12,0,0,12,10.58221,13.79351,"ASCHIGACHIA-VENEME and TALAMATALI (near), MAYO TSANAGA Department",Situation External (Rest of the World),2016-10-22,10,Oct,2016-10,State-based conflict,Medium (6–20)
232102,2016,Cameroon,Far North region,Mayo-Sava department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,1,0,1,11.11436,13.93389,"TALLA GOIGOI (near SANDAWADJIRI), MAYO SAVA Department",Situation External (Rest of the World),2016-10-23,10,Oct,2016-10,One-sided (civilians),Low (1–5)
236061,2016,Nigeria,Lagos state,,Black Axe - Eyie,Black Axe,Eyie,Black Axe - Eyie,1,4,0,0,5,6.58333,3.75,"Federal Housing Estate, Abesan, Ipaja","Cult Clash, Lagos",2016-10-25,10,Oct,2016-10,Non-state conflict,Low (1–5)
232103,2016,Cameroon,Far North region,Mayo-Sava department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,1,0,1,11.10682,14.2056,"KANGARWA, MORA Arrondissement, MAYO SAVA Department",Situation External (Rest of the World),2016-10-29,10,Oct,2016-10,One-sided (civilians),Low (1–5)
231959,2016,Nigeria,Borno state,Maiduguri lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,8,0,8,11.84644,13.160274,Maiduguri town,"Two suicide bombers kill at least eight in northeast Nigeria's Maiduguri;Maiduguri Explosions Kill 9, Injures 24 - Nema",2016-10-29,10,Oct,2016-10,One-sided (civilians),Medium (6–20)
